wavelength	Warm LED	Cool LED	HMI	Xenon
712	0.11363636363636400	0.3701754385964910	0.4555984555984560	0.1823863636363640
714	0.11090909090909100	0.3543859649122810	0.4440154440154440	0.1727272727272730
716	0.09727272727272730	0.3438596491228070	0.4311454311454310	0.1659090909090910
718	0.09272727272727270	0.3315789473684210	0.4478764478764480	0.1602272727272730
720	0.08736363636363640	0.3175438596491230	0.4620334620334620	0.1545454545454550
722	0.09090909090909090	0.3105263157894740	0.4813384813384810	0.1545454545454550
724	0.08481818181818180	0.2929824561403510	0.4954954954954950	0.1426136363636360
726	0.07781818181818180	0.2824561403508770	0.4851994851994850	0.1380681818181820
728	0.08372727272727270	0.2719298245614030	0.4671814671814670	0.1329545454545450
730	0.07390909090909090	0.2596491228070180	0.4581724581724580	0.1261363636363640
732	0.06800000000000000	0.2491228070175440	0.4259974259974260	0.1278409090909090
734	0.06163636363636360	0.2421052631578950	0.4182754182754180	0.1215909090909090
736	0.06400000000000000	0.2333333333333330	0.4041184041184040	0.1164772727272730
738	0.05654545454545450	0.2228070175438600	0.4272844272844270	0.1090909090909090
740	0.05845454545454550	0.2140350877192980	0.4285714285714290	0.1090909090909090
742	0.05609090909090910	0.2052631578947370	0.4028314028314030	0.1034090909090910
744	0.05018181818181820	0.1982456140350880	0.4272844272844270	0.0909090909090909
746	0.05790909090909090	0.1842105263157890	0.4002574002574000	0.0943181818181818
748	0.04518181818181820	0.1842105263157890	0.4092664092664090	0.0897727272727273
750	0.04300000000000000	0.1771929824561400	0.4337194337194340	0.0801136363636364
752	0.04354545454545450	0.1712280701754390	0.4530244530244530	0.0829545454545455
754	0.04527272727272730	0.1626315789473680	0.5353925353925350	0.0806818181818182
756	0.04518181818181820	0.1557894736842110	0.5534105534105530	0.0687500000000000
758	0.04618181818181820	0.1471929824561400	0.5804375804375800	0.0778409090909091
760	0.05400000000000000	0.1422807017543860	0.5585585585585590	0.0778409090909091
762	0.04845454545454550	0.1343859649122810	0.5366795366795370	0.0738636363636364
764	0.05909090909090910	0.1245614035087720	0.6319176319176320	0.0544318181818182
766	0.04500000000000000	0.1270175438596490	0.6808236808236810	0.0795454545454545
768	0.04527272727272730	0.1133333333333330	0.6383526383526380	0.0619318181818182
770	0.04436363636363640	0.1156140350877190	0.6550836550836550	0.0596590909090909
772	0.03209090909090910	0.1191228070175440	0.5804375804375800	0.0681818181818182
774	0.03454545454545450	0.1064912280701750	0.5096525096525100	0.0590909090909091
776	0.01336363636363640	0.1003508771929820	0.4671814671814670	0.0602272727272727
778	0.03745454545454550	0.0998245614035088	0.4157014157014160	0.0533522727272727
780	0.03290909090909090	0.0970175438596491	0.4504504504504500	0.0579545454545455
